repo_name,description,owner,topic,urls,user_api,repo_api,location
GTA-V-Self-Driving-Car,Inspired by sentdex self-driving car series,itsgeorge,[],https://github.com/itsgeorge/GTA-V-Self-Driving-Car,https://api.github.com/users/itsgeorge,https://api.github.com/repos/itsgeorge/GTA-V-Self-Driving-Car,SF Bay Area
Translate-Python-to-C-,Intro to Self Driving Cars Project 3,kfrancis01,[],https://github.com/kfrancis01/Translate-Python-to-C-,https://api.github.com/users/kfrancis01,https://api.github.com/repos/kfrancis01/Translate-Python-to-C-,"Nashville, TN"
Traffic-Light-Classifier,Intro to Self driving car project,sreba,[],https://github.com/sreba/Traffic-Light-Classifier,https://api.github.com/users/sreba,https://api.github.com/repos/sreba/Traffic-Light-Classifier,"Hamtramck, MI"
CarND-PID-Control-Project,Self-Driving Car Engineer Nanodegree Program,zijun-lin,[],https://github.com/zijun-lin/CarND-PID-Control-Project,https://api.github.com/users/zijun-lin,https://api.github.com/repos/zijun-lin/CarND-PID-Control-Project,"shenzhen, guangdong, china"
IntroCarND-Translate-Python-To-Cpp-Project,Udacity Introduction to Self-driving Cars Nanodegree,kuangye124,[],https://github.com/kuangye124/IntroCarND-Translate-Python-To-Cpp-Project,https://api.github.com/users/kuangye124,https://api.github.com/repos/kuangye124/IntroCarND-Translate-Python-To-Cpp-Project,"Novi, MI"
CarND-PID-Control-Project,Udacity Self Driving Nanodegree Project 8,kpilkk,"['carnd', 'carnd-controls-pid', 'pid', 'pid-controller', 'udacity', 'udacity-nanodegree', 'udacity-self-driving-car']",https://github.com/kpilkk/CarND-PID-Control-Project,https://api.github.com/users/kpilkk,https://api.github.com/repos/kpilkk/CarND-PID-Control-Project,Bangalore
CarND-cpp-refresher,Udacity Self-Driving Car Nanodegree C++ Refresher,idraney,[],https://github.com/idraney/CarND-cpp-refresher,https://api.github.com/users/idraney,https://api.github.com/repos/idraney/CarND-cpp-refresher,"Wilsonville, OR"
CarND-Pm09--Autonomous-ROS-Car,A ROS-based self-driving car.,jmtc7,[],https://github.com/jmtc7/CarND-Pm09--Autonomous-ROS-Car,https://api.github.com/users/jmtc7,https://api.github.com/repos/jmtc7/CarND-Pm09--Autonomous-ROS-Car,"Toulouse, France"
Udacity-CarND-Capstone,Udacity Self Driving Car Nanodegree Capstone Project,mikec-w,[],https://github.com/mikec-w/Udacity-CarND-Capstone,https://api.github.com/users/mikec-w,https://api.github.com/repos/mikec-w/Udacity-CarND-Capstone,"Oxford, UK"
CarND-Advanced-Lane-Lines,Udacity Self Driving Nanodegree Project 2,kpilkk,"['carnd', 'carnd-advanced-lane-lines', 'lane-finding', 'lane-lines', 'udacity', 'udacity-nanodegree', 'udacity-self-driving-car']",https://github.com/kpilkk/CarND-Advanced-Lane-Lines,https://api.github.com/users/kpilkk,https://api.github.com/repos/kpilkk/CarND-Advanced-Lane-Lines,Bangalore
CarND-Extended-Kalman-Filter-Project,Udacity Self Driving Nanodegree Project 6,kpilkk,"['carnd', 'carnd-extended-kalman-filters', 'kalman-filter', 'udacity', 'udacity-nanodegree', 'udacity-self-driving-car']",https://github.com/kpilkk/CarND-Extended-Kalman-Filter-Project,https://api.github.com/users/kpilkk,https://api.github.com/repos/kpilkk/CarND-Extended-Kalman-Filter-Project,Bangalore
CarND-Kidnapped-Vehicle-Project,Udaccity Self Driving Nanodegree Project 7,kpilkk,"['carnd', 'carnd-kidnapped-vehicle', 'localization', 'particle-filter', 'udacity', 'udacity-nanodegree', 'udacity-self-driving-car']",https://github.com/kpilkk/CarND-Kidnapped-Vehicle-Project,https://api.github.com/users/kpilkk,https://api.github.com/repos/kpilkk/CarND-Kidnapped-Vehicle-Project,Bangalore
Behavioural_Cloning,Udacity self-driving car simulation dataset.,kaelplascelle,[],https://github.com/kaelplascelle/Behavioural_Cloning,https://api.github.com/users/kaelplascelle,https://api.github.com/repos/kaelplascelle/Behavioural_Cloning,"Ottawa, Ontario"
tesla-ai,🏎     AI - Self driving car (Neural network) ,kaansey,[],https://github.com/kaansey/tesla-ai,https://api.github.com/users/kaansey,https://api.github.com/repos/kaansey/tesla-ai,"Dublin, Ireland"
self-driving-car-engineer-nanodegree,Udacity's Self-Driving Car Engineer Nanodegree,miguelusque,"['artificial-intelligence', 'self-driving-car']",https://github.com/miguelusque/self-driving-car-engineer-nanodegree,https://api.github.com/users/miguelusque,https://api.github.com/repos/miguelusque/self-driving-car-engineer-nanodegree,London ⊕ Madrid
Max,An attempt at Level 5 self-driving,Silicone-Life,[],https://github.com/Silicone-Life/Max,https://api.github.com/users/Silicone-Life,https://api.github.com/repos/Silicone-Life/Max,"Melbourne, AU"
Self_Driving_Rover,Self-driving rover while Detecting barriers,Isharathilina,"['atmega32', 'cpp', 'self-driving', 'ultrasonic-sensor']",https://github.com/Isharathilina/Self_Driving_Rover,https://api.github.com/users/Isharathilina,https://api.github.com/repos/Isharathilina/Self_Driving_Rover,Kurunegala
Udacity_SDC,Udacity Self-Driving Car Engineer Nanodegree Repo,valen7zhi,[],https://github.com/valen7zhi/Udacity_SDC,https://api.github.com/users/valen7zhi,https://api.github.com/repos/valen7zhi/Udacity_SDC,"Los Angeles, CA"
Programming-self-Driving-Car,Programming a self Driving Car using ROS,mamrabet,[],https://github.com/mamrabet/Programming-self-Driving-Car,https://api.github.com/users/mamrabet,https://api.github.com/repos/mamrabet/Programming-self-Driving-Car,"Paris, FR"
CarND-Capstone,Udacity Self-Driving Car Nanodegree Capstone Project,pascalnagel,[],https://github.com/pascalnagel/CarND-Capstone,https://api.github.com/users/pascalnagel,https://api.github.com/repos/pascalnagel/CarND-Capstone,"Stuttgart, Germany"
SentimentAnalysis,Sentiment Analysis on Self driving cars,RanjithaSrinivasa,[],https://github.com/RanjithaSrinivasa/SentimentAnalysis,https://api.github.com/users/RanjithaSrinivasa,https://api.github.com/repos/RanjithaSrinivasa/SentimentAnalysis,New York
CarND-Capstone,Capstone Project for Self-Driving Car Nanodegree,mixmasteru,[],https://github.com/mixmasteru/CarND-Capstone,https://api.github.com/users/mixmasteru,https://api.github.com/repos/mixmasteru/CarND-Capstone,"Berlin, Germany"
traficc_sign_classifier,Udacity P2 Self Driving Car Engineer Nanodegree,brosales8,[],https://github.com/brosales8/traficc_sign_classifier,https://api.github.com/users/brosales8,https://api.github.com/repos/brosales8/traficc_sign_classifier,"Phoenix, AZ"
car-nd-p2,Udacity Self Driving Car Nanodegree Project 2,anthonycramp,[],https://github.com/anthonycramp/car-nd-p2,https://api.github.com/users/anthonycramp,https://api.github.com/repos/anthonycramp/car-nd-p2,"Adelaide, South Australia, Australia"
Self-Driving-Car,Model of self driving car using RL,smj007,[],https://github.com/smj007/Self-Driving-Car,https://api.github.com/users/smj007,https://api.github.com/repos/smj007/Self-Driving-Car,"Coimbatore, Tamilnadu"
AdvancedLaneDetection,Self-Driving Car Nano-degree Project,AbdullahMoustafa,[],https://github.com/AbdullahMoustafa/AdvancedLaneDetection,https://api.github.com/users/AbdullahMoustafa,https://api.github.com/repos/AbdullahMoustafa/AdvancedLaneDetection,"Alexandria,Egypt"
selfdrivingcar-nd,Self-Driving Car Engineer Nanodegree Program Projects,baheytharwat,[],https://github.com/baheytharwat/selfdrivingcar-nd,https://api.github.com/users/baheytharwat,https://api.github.com/repos/baheytharwat/selfdrivingcar-nd,Egypt
Self-Driving-Car,Projects for Self-Driving Car Udacity Nanodegree,hcn-xkk,[],https://github.com/hcn-xkk/Self-Driving-Car,https://api.github.com/users/hcn-xkk,https://api.github.com/repos/hcn-xkk/Self-Driving-Car,"Ann Arbor, MI, USA"
self-driving-car,Udacity Self-Driving Car Engineer Nanodegree,t-thanh,[],https://github.com/t-thanh/self-driving-car,https://api.github.com/users/t-thanh,https://api.github.com/repos/t-thanh/self-driving-car,Belgium
UDACITY-Project-1-upload,Self-Driving Car Engineer Project 1 upload,rodroniks,[],https://github.com/rodroniks/UDACITY-Project-1-upload,https://api.github.com/users/rodroniks,https://api.github.com/repos/rodroniks/UDACITY-Project-1-upload,"Houston, TX"
Self-Driving-Car,Self driving car using opencv and tensorflow,sangeethayemisetty,[],https://github.com/sangeethayemisetty/Self-Driving-Car,https://api.github.com/users/sangeethayemisetty,https://api.github.com/repos/sangeethayemisetty/Self-Driving-Car,Hyderabad
CarND-Kidnapped-Vehicle-Project,Self-driving Car ND Particle Filter Project,pascalnagel,[],https://github.com/pascalnagel/CarND-Kidnapped-Vehicle-Project,https://api.github.com/users/pascalnagel,https://api.github.com/repos/pascalnagel/CarND-Kidnapped-Vehicle-Project,"Stuttgart, Germany"
Self-driving-lane-detection,Self Driving lane detection code for beginners,DeeptiAgl,[],https://github.com/DeeptiAgl/Self-driving-lane-detection,https://api.github.com/users/DeeptiAgl,https://api.github.com/repos/DeeptiAgl/Self-driving-lane-detection,California
SDCND-Udacity,Projects from Self Driving Car Nanodegree,rodrigoAMF,"['autonomous-vehicles', 'computer-vision', 'deep-learning']",https://github.com/rodrigoAMF/SDCND-Udacity,https://api.github.com/users/rodrigoAMF,https://api.github.com/repos/rodrigoAMF/SDCND-Udacity,"Mogi Guaçu, SP - Brazil"
Node.js-project-SYDER,[self driving car] YJU 2dn Team Project ,kokomade98,"['nodejs', 'socket']",https://github.com/kokomade98/Node.js-project-SYDER,https://api.github.com/users/kokomade98,https://api.github.com/repos/kokomade98/Node.js-project-SYDER,"Daegu, Republic of Korea"
CarND-Path-Planning-Project,Udacity Self-Driving Car Nanodegree - Path Planning,mihajlo-k,[],https://github.com/mihajlo-k/CarND-Path-Planning-Project,https://api.github.com/users/mihajlo-k,https://api.github.com/repos/mihajlo-k/CarND-Path-Planning-Project,"Munich, Germany"
self-driving-car,Contains sub-modules of self-driving algorithms,huuanhhuynguyen,"['computer-vision', 'cpp', 'detect-lane-lines', 'extended-kalman-filter', 'kalman-filter', 'lane-detection', 'lane-finding', 'particle-filter', 'self-driving-car', 'udacity-self-driving-car', 'unscented-kalman-filter']",https://github.com/huuanhhuynguyen/self-driving-car,https://api.github.com/users/huuanhhuynguyen,https://api.github.com/repos/huuanhhuynguyen/self-driving-car,Germany
Implement-a-matrix-class-project,UDACITY Intro to self driving car project,kunjanchaudhari,[],https://github.com/kunjanchaudhari/Implement-a-matrix-class-project,https://api.github.com/users/kunjanchaudhari,https://api.github.com/repos/kunjanchaudhari/Implement-a-matrix-class-project,"Natick,MA"
SelfDrivingAnalysis,Tweet Sentiment Analysis Of Self-Driving Cars,kpasagada,[],https://github.com/kpasagada/SelfDrivingAnalysis,https://api.github.com/users/kpasagada,https://api.github.com/repos/kpasagada/SelfDrivingAnalysis,"Richardson, Texas, US"
CarND-PID-Control-Project,PID based control for self-driving cars,vjmechwiz,[],https://github.com/vjmechwiz/CarND-PID-Control-Project,https://api.github.com/users/vjmechwiz,https://api.github.com/repos/vjmechwiz/CarND-PID-Control-Project,Bengaluru
Track,My dataset for Udacity self-driving simulation.,kaelplascelle,[],https://github.com/kaelplascelle/Track,https://api.github.com/users/kaelplascelle,https://api.github.com/repos/kaelplascelle/Track,"Ottawa, Ontario"
RoadLaneDetection,OpenCV - Finding Lanes for Self-Driving Cars,okhakimjanov,[],https://github.com/okhakimjanov/RoadLaneDetection,https://api.github.com/users/okhakimjanov,https://api.github.com/repos/okhakimjanov/RoadLaneDetection,"Tashkent, Uzbekistan"
IntroCarND-Optimize-Histogram-Filter-Lab,Udacity Introduction to Self-driving Cars Nanodegree,kuangye124,[],https://github.com/kuangye124/IntroCarND-Optimize-Histogram-Filter-Lab,https://api.github.com/users/kuangye124,https://api.github.com/repos/kuangye124/IntroCarND-Optimize-Histogram-Filter-Lab,"Novi, MI"
IntroCarND-JoyRide-Project,Udacity Introduction to Self-driving Cars Nanodegree,kuangye124,[],https://github.com/kuangye124/IntroCarND-JoyRide-Project,https://api.github.com/users/kuangye124,https://api.github.com/repos/kuangye124/IntroCarND-JoyRide-Project,"Novi, MI"
CarND-Traffic-Sign-Classifier-Project,Udacity Self Driving Nanodegree Project 4,kpilkk,"['carnd-traffic-sign-reccognition', 'cnn-for-visual-recognition', 'neural-network', 'self-driving-car', 'udacity', 'udacity-nanodegree', 'udacity-self-driving-car']",https://github.com/kpilkk/CarND-Traffic-Sign-Classifier-Project,https://api.github.com/users/kpilkk,https://api.github.com/repos/kpilkk/CarND-Traffic-Sign-Classifier-Project,Bangalore
Vue.js-project-SYDER,[self driving car] YJU 2dn Team Project ,kokomade98,"['daum-map-api', 'vuejs', 'vuex']",https://github.com/kokomade98/Vue.js-project-SYDER,https://api.github.com/users/kokomade98,https://api.github.com/repos/kokomade98/Vue.js-project-SYDER,"Daegu, Republic of Korea"
GTA_Self_Driving_Car_RC,A self driving car in GTA V,krantirk,[],https://github.com/krantirk/GTA_Self_Driving_Car_RC,https://api.github.com/users/krantirk,https://api.github.com/repos/krantirk/GTA_Self_Driving_Car_RC,India
CarND-Capstone,End to End Self-Driving Car Software,zexihan,[],https://github.com/zexihan/CarND-Capstone,https://api.github.com/users/zexihan,https://api.github.com/repos/zexihan/CarND-Capstone,Shanghai
LaneLines,Lane Finding Project for Self-Driving Car ,kamiarkordari,"['autonomous-vehicles', 'detect-lane-lines', 'lane-finding']",https://github.com/kamiarkordari/LaneLines,https://api.github.com/users/kamiarkordari,https://api.github.com/repos/kamiarkordari/LaneLines,"San Jose, CA"
Self-Driving-Car-ND,Self Driving Car Nanodegree from Udacity,vasnakh,[],https://github.com/vasnakh/Self-Driving-Car-ND,https://api.github.com/users/vasnakh,https://api.github.com/repos/vasnakh/Self-Driving-Car-ND,"La Jolla, CA"
Self-Driving-Car,make self driving car with open cv,Lee-Jungyu,[],https://github.com/Lee-Jungyu/Self-Driving-Car,https://api.github.com/users/Lee-Jungyu,https://api.github.com/repos/Lee-Jungyu/Self-Driving-Car,Seong-Nam
self-driving-car-engineer-nanodegree,Udacity's self driving car nanodegree,krapko96,[],https://github.com/krapko96/self-driving-car-engineer-nanodegree,https://api.github.com/users/krapko96,https://api.github.com/repos/krapko96/self-driving-car-engineer-nanodegree,"Raleigh, NC"
Self-Driving-Car-simulation,Self Driving Car simulation on Udacity Simulator,JYP2098,[],https://github.com/JYP2098/Self-Driving-Car-simulation,https://api.github.com/users/JYP2098,https://api.github.com/repos/JYP2098/Self-Driving-Car-simulation,"Montreal, Canada"
SelfDrivingCar_Python,self-driving car implemented with python,seiya303,[],https://github.com/seiya303/SelfDrivingCar_Python,https://api.github.com/users/seiya303,https://api.github.com/repos/seiya303/SelfDrivingCar_Python,"충청남도 아산시 탕정면 선문로221번길 70, 선문대학교"
Self-Driving-Car,Implementation of AI for self driving car.,Saurabhdadhich1234,[],https://github.com/Saurabhdadhich1234/Self-Driving-Car,https://api.github.com/users/Saurabhdadhich1234,https://api.github.com/repos/Saurabhdadhich1234/Self-Driving-Car,"Bangalore, India"
CarND-Advanced-Lane-Lines,Udacity's Self Driving Car Engineer - Project2,ZhouHaojie,[],https://github.com/ZhouHaojie/CarND-Advanced-Lane-Lines,https://api.github.com/users/ZhouHaojie,https://api.github.com/repos/ZhouHaojie/CarND-Advanced-Lane-Lines,"Karlsruhe, Germany"
IntroCarND-Traffic-Light-Classifier-Project,Udacity Introduction to Self-driving Cars Nanodegree,kuangye124,[],https://github.com/kuangye124/IntroCarND-Traffic-Light-Classifier-Project,https://api.github.com/users/kuangye124,https://api.github.com/repos/kuangye124/IntroCarND-Traffic-Light-Classifier-Project,"Novi, MI"
IntroCarND-Implement-A-Matrix-Class-Project,Udacity Introduction to Self-driving Cars Nanodegree,kuangye124,[],https://github.com/kuangye124/IntroCarND-Implement-A-Matrix-Class-Project,https://api.github.com/users/kuangye124,https://api.github.com/repos/kuangye124/IntroCarND-Implement-A-Matrix-Class-Project,"Novi, MI"
